"","SITE_ID","DUPLICATE_ID","REVISITED_OVERLAP","WSA_SITEID","YEAR","JULDAY","DATE_COL","LAT_DD","LON_DD","STATE","ECO10","EPA_hybird","FW_ECO9","ECO3","FW_ECO3","ECOLVL3","ECO_LVL_3NAME","REALM","SITECLS","LOC_NAME","RST_FSED_AND_RMD_PHAB","RST_FRIP_AND_RMD_PHAB","COND","PHLAB","PHSTVL","PTL","NTL","XCMGW","LRP100","QR1","LINCIS_H","XCDENMID","XCMG","W1_HALL","XEMBED","XFC_NAT","PCT_SAFN","DPCT_SF","LRBS_BW4","LRBS_BW5","LRBS_BW6","LRBS_G08","LRBS_TST","LRBS_USE","XCEMBED","CVDPTH","CVDTH","LBFWD_RAT","LBFXDRAT","LBFXWRAT","LSUB_DMM","LSUB_DMM_NOR","LDMB_BW4","LDMB_BW5","LDVRP100","LINCIS_D","PCT_FN","QRDIST1","QRVEG1","QRVEG2","REFID","RP100","W1H_WALL","XCDENBK","XINC_H","XINCISION_D","XINCISION_H","RMD_PHAB","RST_FRIP","RST_FSED","RT_NRSA1","STRAHCAT","STRAHLER","NA_L2NAME","EPA_REGION","XGB","NAMC_JOINED_StreamOr_1","XSLOPE","XSLOPE_FIELD","XSLOPE_FRDATA","XSLOPE_FRREF","XSLOPE_MAP","XWD_RAT","XWIDTH","XWXD","XBKF_W","XDEPTH","V1W_MSQ","V1WM100","V2W_MSQ","V2WM100","V4W_MSQ","V4WM100","C1TM100","C1WM100","C2TM100","C2WM100","C4TM100","C4WM100","FLOWSITE","BNK_THRESH","THRESH","THRESH3","THRESH2"
"1951","FW08IL024","FW08IL024","N","0",2008,257,"9/13/2008",37.85222,-89.19,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Little Muddy River","S","S",2250.96,7.87,NA,152.8763,634,1.080681818,NA,0.6013678,NA,NA,1.57954546,0.53789091,NA,0.213636364,97,NA,NA,NA,NA,NA,NA,0,NA,NA,0.37106477,NA,NA,NA,-2.015988494,NA,NA,NA,NA,NA,97,NA,0.5863068,0.5704545,NA,NA,0.09090909,52.2727273,2.05,NA,NA,"M",NA,NA,"S","5th",NA,"",0,0.360227273,-1,NA,NA,NA," 0.000000000",NA,"  26.340171","  16.3636364","1.232000e+01","  18.5454545","  74.300000","0.009412727","9.412727e+00","0.001322273","  1.32227273","0.000000000"," 0.0000000","  8.6363636","  8.18181818"," 0.4545455","  0.45454545"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1952","FW08IL025","FW08IL025","N","0",2009,171,"6/20/2009",39.05397,-90.6593,"IL","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Turner Hollow Creek","S","S",759.55,8.36,NA,280.5888,1748,0.598863636,NA,0.7129399,NA,95.1871658,1.20227273,0,55.927273,0.073636364,17.307692,NA,NA,1.274085986,1.274085986,1.061775448,1.946390968,1.061775448,50.787879,NA,0.69321727,NA,NA,NA,0.940154651,0.912030448,NA,-0.333931335,NA,NA,16.3461539,NA,0.3694886,0.9807487,NA,14.3,0,97.8609626,0.869,NA,NA,"M",NA,NA,"S","1st",NA,"",0,0.040909091,-1,NA," 0.007448451"," 0.007448451"," 0.007448451",NA,"  19.072283","   2.5935000","5.331500e-01","   9.9727273","  19.320000","0.005579864","5.564646e+00","0.004816165","  4.80303030","0.002948445"," 2.9404040",NA," 18.18181818",NA,"  5.05050505",NA," 1.01010101",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1953","FW08IL027","FW08IL027","N","0",2008,269,"9/25/2008",42.21639,-88.18917,"IL","","","TPL","","PLNLOW",53,"","BOATABLE",NA,"Fox River","S","S",787.95,8.55,NA,120.29,1989,0.356818182,NA,0.3089425,NA,NA,0.89545454,2.21215,NA,0.102272727,70.707071,NA,NA,-1.279857894,NA,-1.677651693,-1.253331181,-1.677651693,NA,NA,0.10680172,NA,NA,NA,-0.800488048,NA,NA,0.479369846,NA,NA,47.4747475,NA,0.2605682,0.3635027,NA,15,0.86363636,29.2780749,0,NA,NA,"M",NA,NA,"S","6th",NA,"",0,0.069318182,-1,NA,NA," 0.018455665"," 0.018455665"," 0.018455665","  85.079044"," 178.3636364","3.990100e+02"," 178.8181818"," 224.400000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.0000000","  0.00000000"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1954","FW08IL028","FW08IL028","N","0",2008,255,"9/11/2008",37.85028,-89.33583,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Beaucoup Creek","S","S",2051.28,8.09,NA,133.2363,534,1.331818182,NA,0.7030871,NA,NA,1.74545455,0.53031818,NA,0.318181818,100,NA,NA,NA,NA,NA,NA,0,NA,NA,0.21677306,NA,NA,NA,-2.110924375,NA,NA,NA,NA,NA,100,NA,0.6993182,0.7605615,NA,NA,0,73.3957219,2.75,NA,NA,"M",NA,NA,"T","5th",NA,"",0,0.477272727,-1,NA,NA,NA," 0.000000000",NA,"  14.778080","  16.6363636","2.044000e+01","  18.8181818"," 129.900000","0.014362273","1.436227e+01","0.002464545","  2.46454546","0.000000000"," 0.0000000"," 14.0909091"," 12.27272727"," 0.9090909","  0.90909091"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1955","FW08IL029","FW08IL029","N","0",2008,284,"10/10/2008",40.07083,-90.33806,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Sangamon River","S","S",725.03,8.27,NA,474.605,4250,0.725,NA,0.6375183,NA,NA,1.30454545,0.21357489,NA,1.029545455,100,NA,NA,-0.752793761,NA,-1.199725203,-0.444829778,-1.199725203,NA,NA,0.10067978,NA,NA,NA,-0.460409377,NA,NA,0.292384384,NA,NA,0,NA,0.42625,0.7377005,NA,6.99,0,70.855615,2.18,NA,NA,"M",NA,NA,"S","7th",NA,"",0,0.034090909,-1,NA,NA," 0.009981661"," 0.009981661"," 0.009981661","  69.913859","  95.1818182","1.306800e+02","  96.4545454"," 141.100000","0.000475909","4.759091e-01","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.9090909","  0.45454545"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1956","FW08IL030","FW08IL030","N","0",2009,231,"8/19/2009",38.51667,-89.35417,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Crooked Creek","S","S",517.11,7.78,NA,156.4706,691,0.732954545,NA,0.5398994,NA,NA,0.84659091,1.13641818,NA,0.072727273,100,NA,NA,-2.501744448,NA,-2.34956451,-2.255048819,-2.34956451,NA,NA,0.30644908,NA,NA,NA,-2.110924375,NA,NA,0.390820073,NA,NA,100,NA,0.4298295,0.7822193,NA,36.7,0.06060909,75.802139,2.4,NA,NA,"M",NA,NA,"T","5th",NA,"",0,0.25,-1,NA,NA," 0.019301598"," 0.019301598"," 0.019301598","  15.504604","  15.0909091","1.551000e+01","  17.7272727"," 105.400000","0.004283182","4.283182e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  4.5454545","  4.09090909"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1957","FW08IL031","FW08IL031","N","0",2008,267,"9/23/2008",41.51611,-90.32306,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Rock River--Moline","T","T",606.81,8.32,NA,264.955,4438,0.632954545,NA,0.5611699,NA,NA,0.89659091,1.01518636,NA,0.638636364,91.860465,NA,NA,-1.20939673,NA,-1.5356893,-1.213540395,-1.5356893,NA,NA,0.25209428,NA,NA,NA,-0.927628521,NA,NA,0.281768209,NA,NA,33.7209302,NA,0.3848295,0.9254011,NA,2.39,0.04545454,91.71123,0.227,NA,NA,"D",NA,NA,"S","7th",NA,"",0,0.243181818,-1,NA,NA," 0.011185321"," 0.011185321"," 0.011185321","  86.755020"," 204.9090909","4.998700e+02"," 204.9090909"," 252.100000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.4545455","  0.00000000"," 0.4545455","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1958","FW08IL032","FW08IL032","N","0",2009,273,"9/30/2009",40.37253,-89.40744,"IL","","","TPL","","PLNLOW",54,"","WADEABLE",NA,"Unnamed Ditch","T","T",722.56,8.2,NA,104.5969,8406,0.255681818,NA,0.4406017,NA,39.973262,1.52613636,1,100,0.302272727,100,NA,NA,-2.770676768,-2.770676768,-2.763336425,-1.964555161,-2.763336425,100,NA,0.27327641,NA,NA,NA,-2.110924375,-2.110924375,NA,0.659752393,NA,NA,100,NA,0.2150568,0.7954545,NA,3.38,0,77.2727273,1.42,NA,NA,"D",NA,NA,"T","1st",NA,"",0,0.015909091,-1,NA," 0.072574788"," 0.072574788"," 0.072574788",NA,"   6.091492","   0.8850000","1.454000e-01","   2.3545455","  14.360000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1959","FW08IL035","FW08IL035","N","0",2009,176,"6/25/2009",42.31222,-90.419,"IL","","","UMW","","PLNLOW",52,"","BOATABLE",NA,"Mississippi River","T","T",368.26,8.01,NA,153.0044,2186,0.243181818,NA,0.3905322,NA,NA,0.77272727,0.04545454,NA,0.147727273,100,NA,NA,-2.133086951,NA,-2.189505935,-2.125443343,-2.189505935,NA,NA,0.22027907,NA,NA,NA,-2.110924375,NA,NA,0.022162576,NA,NA,100,NA,0.2094318,0.2973262,NA,119,0,21.9251337,1.07,NA,NA,"D",NA,NA,"T","8th",NA,"",0,0.069318182,-1,NA,NA," 0.002692532"," 0.002692532"," 0.002692532"," 120.062866"," 631.4545455","3.317446e+03"," 634.5454545"," 560.618640","0.000475909","4.759091e-01","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.9090909","  0.45454545"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1960","FW08IL036","FW08IL036","N","0",2008,283,"10/9/2008",40.13306,-89.73556,"IL","","","TPL","","PLNLOW",54,"","BOATABLE",NA,"Salt Creek","T","T",691.1,8.25,NA,119.0163,4663,1.044318182,NA,0.5493215,NA,NA,1.52954546,0.38637727,NA,0.384090909,5.882353,NA,NA,0.355369183,NA,0.06202435,0.641653586,0.06202435,NA,NA,0.35045355,NA,NA,NA,0.964545316,NA,NA,0.609176134,NA,NA,0,NA,0.5699432,0.4032086,NA,32.2,0,33.6898396,3,NA,NA,"D",NA,NA,"S","6th",NA,"",0,0.034090909,-1,NA,NA," 0.028351282"," 0.028351282"," 0.028351282","  54.843543","  54.0000000","6.795000e+01","  58.4090909"," 108.300000","0.015548636","1.554864e+01","0.012693182"," 12.69318182","0.012693182","12.6931818","  5.0000000","  3.18181818"," 0.4545455","  0.45454545"," 0.4545455"," 0.45454545",NA,"2","_2",NA,"_2"
"1961","FW08IL038","FW08IL038","N","0",2008,280,"10/6/2008",48.47333,-89.24917,"IL","","","TPL","","PLNLOW",53,"","BOATABLE",NA,"Sugar River","S","S",649.51,8.34,NA,64.4125,6038,0.951136364,NA,0.7230793,NA,NA,1.41818182,0.03030454,NA,0.534090909,100,NA,NA,-0.84989767,NA,-1.062060712,-0.73432768,-1.062060712,NA,NA,0.20332634,NA,NA,NA,-0.460409377,NA,NA,0.389488293,NA,NA,0,NA,0.5280114,0.7377005,NA,34.6,0,70.855615,1.35,NA,NA,"M",NA,NA,"S","6th",NA,"",0,0.004545455,-1,NA,NA," 0.022992558"," 0.022992558"," 0.022992558","  28.517881","  36.4545454","4.965000e+01","  16.5454545"," 119.300000","0.029383182","2.938318e+01","0.017009545"," 17.00954545","0.000000000"," 0.0000000"," 33.6363636"," 17.72727273","12.2727273","  5.90909091"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1962","FW08IL040","FW08IL040","N","0",2009,169,"6/18/2009",37.79665,-88.37003,"IL","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Unknown","T","T",831.8,7.92,NA,90.625,10300,0.553409091,NA,0.5579315,NA,97.3262032,1.29318182,1,85.454545,0.25,72.380952,NA,NA,-0.622128253,-0.622128253,-0.480401686,0.328066417,-0.480401686,80.30303,NA,0.98703383,NA,NA,NA,-1.304333931,-1.304333931,NA,-0.682205678,NA,NA,71.4285714,NA,0.3490341,0.9951872,NA,7.61,0,99.4652406,0.909,NA,NA,"D",NA,NA,"S","1st",NA,"",0,0.027272727,-1,NA," 0.003437747"," 0.003437747"," 0.003437747",NA,"  14.612453","   1.7352941","7.262353e-01","   2.9354545","   9.900000","0.010970029","3.220202e+00","0.004583462","  1.34545454","0.000000000"," 0.0000000",NA," 36.36363636",NA,"  4.04040404",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1963","FW08IL041","FW08IL041","N","0",2009,171,"6/20/2009",39.59013,-90.8737,"IL","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Six Mile Creek","S","S",405.12,8.06,NA,131.8988,4888,0.373863636,NA,0.5025607,NA,80.3475936,0.84431818,0.80306364,65.909091,0.086363636,13.333333,NA,NA,1.74742854,1.73538734,1.455912206,2.438431044,1.455912206,57.575758,NA,0.77167199,NA,NA,NA,1.278199624,1.278199624,NA,-0.469228916,NA,NA,10.4761905,NA,0.2682386,0.8532086,NA,11,0,83.6898396,1.04,NA,NA,"M",NA,NA,"S","1st",NA,"",0,0.094318182,-1,NA," 0.004577933"," 0.004577933"," 0.004577933",NA,"  26.069252","   4.2538889","1.053006e+00","   8.6518182","  22.050000","0.000207815","1.797980e-01","0.000106243","  0.09191919","0.000000000"," 0.0000000",NA,"  2.02020202",NA,"  0.50505051",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1964","FW08IL042","FW08IL042","N","0",2009,169,"6/18/2009",38.0088,-88.67751,"IL","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Unknown","R","R",746.51,7.51,NA,13.1288,425,0.467045455,NA,0.6027112,NA,91.8449198,1.12840909,0.3485,59.454545,0.1,26,NA,NA,0.846670816,0.852691416,0.467117847,1.997474602,0.467117847,58.181818,NA,0.95114436,NA,NA,NA,0.314652252,0.314652252,NA,-0.532018564,NA,NA,24,NA,0.3101705,0.9518717,NA,4.35,0,94.6524064,1.01,NA,NA,"R",NA,NA,"R","1st",NA,"",0,0.020454545,-1,NA," 0.005092958"," 0.005092958"," 0.005092958",NA,"  37.316270","   1.3400000","9.126667e-02","   2.3609091","   5.950000","0.009733453","2.297980e+00","0.004274162","  1.00909091","0.000000000"," 0.0000000",NA," 25.25252525",NA,"  3.03030303",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1965","FW08IL043","FW08IL043","N","0",2009,274,"10/1/2009",41.72834,-87.99273,"IL","","","TPL","","PLNLOW",54,"","WADEABLE",NA,"Unnamed Creek","S","S",963.57,7.85,NA,100.0469,793,0.723863636,NA,0.4430472,NA,87.2994652,1.05,3.31820909,87.090909,0.163636364,15.238095,NA,NA,0.142442375,0.142442375,0.059585588,0.576665292,0.059585588,85.454545,NA,0.56922508,NA,NA,NA,0.927934174,0.927934174,NA,0.785491799,NA,NA,15.2380952,NA,0.4257386,0.8820856,NA,17.6,0.38636364,86.8983957,2.79,NA,NA,"M",NA,NA,"T","1st",NA,"",0,0.443181818,-1,NA," 0.100268240"," 0.100268240"," 0.100268240",NA,"  16.820714","   3.6200000","1.187300e+00","   5.6181818","  32.690000","0.001921521","1.079545e+00","0.000748382","  0.42045455","0.000000000"," 0.0000000",NA," 12.62626263",NA,"  1.26262626",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1966","FW08IL044","FW08IL044","N","0",2009,225,"8/13/2009",37.42554,-89.43322,"IL","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Mississippi River","S","S",573.41,8.38,NA,217.9963,2001,0.015909091,NA,0.2069756,NA,NA,0.02727273,0.48485909,NA,0.075,100,NA,NA,-1.917564224,NA,-2.483940882,-1.32039228,-2.483940882,NA,NA,0.11660838,NA,NA,NA,-0.460409377,NA,NA,1.457154847,NA,NA,0,NA,0.1071591,0.122861,NA,85.3,0,2.540107,29.8,NA,NA,"M",NA,NA,"S","8th",NA,"",0,0.875,-1,NA,NA," 0.013344553"," 0.013344553"," 0.013344553","  88.047778"," 666.3363636","5.124380e+03"," 712.8818182"," 792.480000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.4545455","  0.00000000"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1967","FW08IL045","FW08IL045","N","0",2009,237,"8/25/2009",39.83579,-90.8902,"IL","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Unnamed Stream","S","S",468.71,8.15,NA,133.0969,693,0.911363636,NA,0.5741001,NA,99.8663102,1.18636364,1.68941364,47.454545,0.045454545,20.952381,NA,NA,0.07032721,0.073194163,-0.17607161,1.096230102,-0.17607161,35.151515,NA,0.7066486,NA,NA,NA,1.535500075,0.426962617,NA,1.465172864,NA,NA,7.6190476,NA,0.5101136,0.9975936,NA,3.59,0,99.7326203,0.955,NA,NA,"M",NA,NA,"S","1st",NA,"",0,0.598863636,-1,NA," 0.615018201"," 0.615018201"," 0.615018201",NA,"  36.809399","   2.0450000","1.562500e-01","   4.6727273","   6.526667","0.000111073","5.190157e-02","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.89485459",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1968","FW08IN001","FW08IN001","N","OWW04440-0368",2009,175,"6/24/2009",40.443,-86.4441,"IN","","","TPL","","PLNLOW",55,"","WADEABLE",NA,"Middle Fork Wildcat Creek","T","T",607,8.2,NA,81.7275,9538,0.432954545,NA,0.5538523,NA,82.486631,1.17045454,0.66019026,83.636364,0.109090909,40.952381,NA,NA,1.316245683,1.307477819,1.018830007,1.875864708,1.018830007,76.515152,NA,0.41227569,NA,NA,NA,0.335723406,0.335723406,NA,-0.980522277,NA,NA,18.0952381,NA,0.2948295,0.9566845,NA,20.6,0.13636364,95.1871658,1.72,NA,NA,"D",NA,NA,"S","2nd",NA,"",0,0.05,-1,NA," 0.000934272"," 0.000934272"," 0.000934272"," 0.161883000","  31.882533","  11.9550000","5.321250e+00","  16.6181818","  45.050000","0.004936935","8.204288e+00","0.004534031","  7.53473511","0.002251944"," 3.7423212",NA," 21.43887858",NA,"  9.89486704",NA," 0.82457225",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1969","FW08IN002","FW08IN002","N","OWW04440-0432",2008,212,"7/30/2008",39.41447,-86.00956,"IN","","","TPL","","PLNLOW",55,"","WADEABLE",NA,"Youngs Creek","S","S",761.72,8.21,NA,307.4306,3788,0.559090909,NA,0.5127405,NA,66.71123,0.83522727,1.32578182,55.818182,0.245454545,52.380952,NA,NA,-1.287744721,-1.287744721,-1.683684805,-0.781721584,-1.683684805,42.121212,NA,0.4513767,NA,NA,NA,-0.194076728,-0.194076728,NA,1.093667993,NA,NA,23.8095238,NA,0.3515909,0.8917112,NA,42.8,0,87.9679144,4.03,NA,NA,"M",NA,NA,"S","2nd",NA,"",0,0.344318182,-1,NA," 0.077518528"," 0.077518528"," 0.077518528",NA,"  54.491922","  17.4705882","1.335412e+01","  24.1818182","  72.870000","0.000512064","1.238265e+00","0.000398054","  0.96256685","0.000000000"," 0.0000000",NA,"  8.46702317",NA,"  3.71360665",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1970","FW08IN003","FW08IN003","N","OWW04440-0480",2008,220,"8/7/2008",40.07577,-84.84433,"IN","","","TPL","","PLNLOW",55,"","WADEABLE",NA,"Greenville Creek","T","T",668.31,8.23,NA,56.5269,2688,0.4625,NA,0.4923394,NA,80.4812834,1.39431818,1.33334091,66.272727,0.168181818,67.619048,NA,NA,-1.647466984,-1.647466984,-1.9604245,-0.902273276,-1.9604245,53.484848,NA,0.4301373,NA,NA,NA,-0.541209907,-0.541209907,NA,1.106257076,NA,NA,27.6190476,NA,0.308125,0.9037433,NA,12.3,0.13636364,89.3048128,2.06,NA,NA,"D",NA,NA,"R","2nd",NA,"",0,0.122727273,-1,NA," 0.150405157"," 0.150405157"," 0.150405157",NA,"  16.997483","   3.3450000","8.002500e-01","   5.4272727","  22.290000","0.002613763","1.418561e+00","0.000387353","  0.21022727","0.000000000"," 0.0000000",NA," 21.46464646",NA,"  0.63131313",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1971","FW08IN004","FW08IN004","N","OWW04440-0224",2008,224,"8/11/2008",41.09393,-85.80114,"IN","","","UMW","","PLNLOW",56,"","WADEABLE",NA,"Tributary to Plunge Creek","T","T",748.38,8.32,NA,59.1806,4000,0.589772727,NA,0.5451133,NA,92.6470588,1.58863636,1.1364,96.545455,0.127272727,95.238095,NA,NA,-1.667719115,-1.667719115,-2.011383274,-0.54702712,-2.011383274,94.242424,NA,0.82227246,NA,NA,NA,-0.742550819,-0.742550819,NA,0.925168296,NA,NA,17.1428571,NA,0.3653977,0.9470588,NA,3.17,0,94.1176471,1.25,NA,NA,"D",NA,NA,"S","1st",NA,"",0,0.070454545,-1,NA," 0.140298784"," 0.140298784"," 0.140298784",NA,"  21.958333","   1.1050000","9.505000e-02","   3.6090909","   6.633333","0.002129224","7.684564e-01","0.000619242","  0.22348993","0.000000000"," 0.0000000",NA," 10.06711409",NA,"  0.67114094",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1972","FW08IN005","FW08IN005","N","OWW04440-0736",2008,223,"8/10/2008",40.76089,-84.98843,"IN","","","TPL","","PLNLOW",55,"","WADEABLE",NA,"Unnamed Stream","T","T",1008.16,8.12,NA,381.6769,975,0.504545455,NA,0.4361733,NA,60.1604278,1.09431818,1.76517727,100,0.120454545,100,NA,NA,-3.013318237,-3.013318237,-2.950688943,-2.224736542,-2.950688943,100,NA,0.46089929,NA,NA,NA,-2.110924375,-2.110924375,NA,0.902393862,NA,NA,100,NA,0.3270455,0.7016043,NA,14.3,0,66.8449198,1.35,NA,NA,"D",NA,NA,"T","1st",NA,"",0,0.129545455,-1,NA," 0.080596306"," 0.080596306"," 0.080596306",NA,"  14.230631","   1.9950000","4.777500e-01","   5.9545455","  23.540000","0.000130744","7.785235e-02","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  1.34228188",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1973","FW08IN006","FW08IN006","N","0",2009,196,"7/15/2009",38.64279,-87.61438,"IN","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"Wabash River","S","S",578.17,8.24,NA,145.0519,3180,1.180681818,NA,0.6913259,NA,NA,1.18068182,0.43940909,NA,0.670454545,100,NA,NA,-2.637892862,NA,-2.700649967,-2.48952869,-2.700649967,NA,NA,0.39181322,NA,NA,NA,-2.110924375,NA,NA,0.526968487,NA,NA,100,NA,0.6313068,0.7533422,NA,110,0,72.5935829,0,NA,NA,"M",NA,NA,"T","7th",NA,"",0,0.725,-1,NA,NA," 0.010683437"," 0.010683437"," 0.010683437","  59.331544"," 187.7272727","5.679095e+02"," 200.0909091"," 326.740345","0.024074091","2.407409e+01","0.021218636"," 21.21863636","0.005362727"," 5.3627273","  8.6363636","  6.81818182"," 5.4545455","  4.09090909"," 0.9090909"," 0.45454545",NA,"2","_2",NA,"_2"
"1974","FW08IN007","FW08IN007","N","0",2009,152,"6/1/2009",39.43409,-87.12188,"IN","","","TPL","","PLNLOW",72,"","WADEABLE",NA,"Crooked Creek","S","S",1230.67,7.33,NA,80.5063,4394,0.528409091,NA,0.5947562,NA,82.7540107,1.37045455,0.43940909,87.181818,0.077272727,74.285714,NA,NA,-1.661033162,-1.661033162,-1.641438414,-1.349179995,-1.641438414,87.878788,NA,0.65865572,NA,NA,NA,-0.916170695,-0.916170695,NA,0.744862467,NA,NA,46.6666667,NA,0.3377841,0.8965241,NA,31.2,0,88.5026738,1.41,NA,NA,"M",NA,NA,"S","1st",NA,"",0,0.136363636,-1,NA," 0.091152704"," 0.091152704"," 0.091152704",NA,"  11.837787","   4.2850000","2.326200e+00","   8.6636364","  43.405941","0.002590569","2.244375e+00","0.001795580","  1.55562500","0.000000000"," 0.0000000",NA," 14.37500000",NA,"  2.50000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"1975","FW08IN008","FW08IN008","N","0",2008,214,"8/1/2008",38.83485,-86.52367,"IN","","","SAP","","EHIGH",71,"","BOATABLE",NA,"East Fork White River","T","T",549.89,8.48,NA,141.6069,2336,0.729545455,NA,0.4818837,NA,NA,1.36818182,1.87882273,NA,0.156818182,93,NA,NA,-1.112534045,NA,-1.604826704,-0.899743861,-1.604826704,NA,NA,0.23559931,NA,NA,NA,-0.542005621,NA,NA,0.570528424,NA,NA,12,NA,0.4282955,0.752139,NA,35.9,0.06818182,72.4598931,4.4,NA,NA,"D",NA,NA,"T","6th",NA,"",0,0.225,-1,NA,NA," 0.013873898"," 0.013873898"," 0.013873898","  39.461094","  94.0909091","2.395400e+02"," 110.1818182"," 239.800000","0.003331364","3.331364e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  4.0909091","  3.18181818"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1976","FW08IN009","FW08IN009","N","0",2008,183,"7/1/2008",41.70556,-85.88806,"IN","","","UMW","","PLNLOW",56,"","BOATABLE",NA,"St. Joseph River","T","T",557.2,8.31,NA,25.8138,1799,0.417045455,NA,0.2733186,NA,NA,1.04431818,5.54547273,NA,0.031818182,97.115385,NA,NA,-0.955639259,NA,-1.196994797,-1.069226786,-1.196994797,NA,NA,0.40328715,NA,NA,NA,-0.464346895,NA,NA,0.491292364,NA,NA,2.8846154,NA,0.2876705,0.4645722,NA,74.7,1.29545454,40.5080214,0.455,NA,NA,"D",NA,NA,"T","5th",NA,"",0,0.147727273,-1,NA,NA," 0.023153611"," 0.023153611"," 0.023153611"," 104.484933"," 223.1818182","5.686300e+02"," 223.8181818"," 253.846154","0.005129545","5.129545e+00","0.001322273","  1.32227273","0.000000000"," 0.0000000","  4.0909091","  4.09090909"," 0.4545455","  0.45454545"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"1977","FW08IN010","FW08IN010","N","0",2009,237,"8/25/2009",38.45178,-87.598,"IN","","","TPL","","PLNLOW",72,"","BOATABLE",NA,"White River","S","S",485.5,8.48,NA,87.6275,1051,1.070454545,NA,0.6017844,NA,NA,1.10681818,0.71213636,NA,0.281818182,100,NA,NA,-2.572400622,NA,-2.597663768,-2.445845919,-2.597663768,NA,NA,0.44249384,NA,NA,NA,-2.110924375,NA,NA,0.461476248,NA,NA,100,NA,0.5817045,0.6414439,NA,119,0,60.1604278,0,NA,NA,"M",NA,NA,"T","7th",NA,"",0,0.7375,-1,NA,NA," 0.010099867"," 0.010099867"," 0.010099867","  62.491163"," 163.7272727","5.068702e+02"," 192.1818182"," 312.547000","0.024169091","2.416909e+01","0.020361818"," 20.36181818","0.012693182","12.6931818","  7.2727273","  5.45454545"," 2.7272727","  1.81818182"," 1.3636364"," 0.45454545",NA,"2","_2",NA,"_2"
